ID,Longitude,Latitude,School_Address,School_City,State,School_Zip_Code
1,-82.35464300000001,31.757890999999997,482 Blackshear Hwy,Baxley,GA,31513-6708
2,-82.354206,31.75455,680 Blackshear Hwy,Baxley,GA,31513-6709
3,-82.33976,31.723121000000003,2997 Blackshear Hwy,Baxley,GA,31513-4303
4,-82.354167,31.754715,678 Blackshear Hwy,Baxley,GA,31513-6709
5,-82.361791,31.87613,344 Altamaha School Rd,Baxley,GA,31513-2670
6,-82.247772,31.610952,13396 Blackshear Hwy,Surrency,GA,31563-3114
7,-82.849879,31.320905,145 Rebel Ln,Pearson,GA,31642-5535
8,-82.849879,31.320905,145 Rebel Ln,Pearson,GA,31642-5535
9,-83.05301700000001,31.338093,430 Vickers St S,Willacoochee,GA,31650-2313
10,-82.855379,31.305798,563 King St N,Pearson,GA,31642-7444
11,-82.479301,31.559106,251 Cumberland Rd,Alma,GA,31510-1680
12,-82.45849100000001,31.521948,1188 US Highway 1 S,Alma,GA,31510-3737
13,-82.459363,31.522088,1190 US Highway 1 S,Alma,GA,31510-3737
14,-82.455166,31.536540999999996,523 E 16th St,Alma,GA,31510-3013
15,-84.344278,31.311737,260 Ga Highway 37 SW,Newton,GA,39870-8212
16,-83.26674200000001,33.083434999999994,356 Blandy Rd NW,Milledgeville,GA,31061-8927
17,-83.258449,33.072068,155 Ga Highway 49 W,Milledgeville,GA,31061-3600
18,-83.264061,33.090377000000004,220 N Abc Dr,Milledgeville,GA,31061-1500
19,-83.27148199999999,33.079758,375 Blandy Rd NW,Milledgeville,GA,31061-8926
20,-83.268652,33.080359,372 Blandy Rd NW,Milledgeville,GA,31061-8927
21,-83.226685,33.018682,101 Carl Vinson Rd SE,Milledgeville,GA,31061-9781
22,-83.478538,34.312807,712 Thompson St,Homer,GA,30547-3116
23,-83.507992,34.330360999999996,180 Highway 51 S,Homer,GA,30547-2529
24,-83.498547,34.308640999999994,1486A Historic Homer Hwy,Homer,GA,30547-3112
25,-83.510075,34.330331,266 Highway 51 S,Homer,GA,30547-2514
26,-83.785507,33.948362,940 Haymon Morris Rd,Winder,GA,30680-7889
27,-83.738648,34.026253000000004,334 Rockwell Church Rd NW,Winder,GA,30680-2923
28,-83.789287,33.947639,1008 Haymon Morris Rd,Winder,GA,30680-7840
29,-83.588178,33.969139,228 Jefferson St,Statham,GA,30666-1707
30,-83.75867,33.976517,200 Matthews School Rd,Winder,GA,30680-3984
31,-83.809186,34.038077,622 Freeman Brock Rd,Auburn,GA,30011-2610
32,-83.76151800000001,33.97814,240 Matthews School Rd,Winder,GA,30680-3984
33,-83.71916800000001,33.922435,47 McElhannon Rd SW,Bethlehem,GA,30620-2717
34,-83.723343,33.996995,364 W Candler St,Winder,GA,30680-1737
35,-83.789911,33.949684999999995,1000 Haymon Morris Rd,Winder,GA,30680-7840
36,-83.736554,34.003146,194 McNeal Rd,Winder,GA,30680-1723
37,-83.82434599999999,34.009639,1334 6th Ave,Auburn,GA,30011-3281
38,-83.728003,34.005139,272 N 5th Ave,Winder,GA,30680-4501
39,-83.687073,34.014666,445 Holsenbeck School Rd,Winder,GA,30680-3749
40,-83.591576,33.964752000000004,1970 Broad St,Statham,GA,30666-1700
41,-84.928606,34.146052000000005,1061 Euharlee Rd,Euharlee,GA,30145-2807
42,-84.866851,34.288117,50 Pleasant Valley Rd NW,Cartersville,GA,30121-4337
43,-84.917721,34.339178000000004,519 Old Highway 41 NW,Adairsville,GA,30103-5346
44,-84.748768,34.341203,1095 Cass Pine Log Rd,Rydal,GA,30171-1407
45,-84.92806800000001,34.150215,1058 Euharlee Rd,Euharlee,GA,30145-2806
46,-84.762331,34.281763,1000 Colonel Way NE,White,GA,30184-2619
47,-84.743946,34.204168,291 Highway 20 Spur,Cartersville,GA,30121
48,-84.762911,34.278347,505 Colonel Way,White,GA,30184-2614
49,-84.938009,34.369296000000006,118 N Franklin St,Adairsville,GA,30103
50,-84.87979399999999,34.161904,1100 Mission Rd SW,Cartersville,GA,30120-5779
51,-84.764978,34.120894,224 Old Alabama Rd SE,Emerson,GA,30137-2910
52,-84.86924599999999,34.239878999999995,195 Fire Tower Rd NW,Cartersville,GA,30120-4648
53,-84.66964899999999,34.117732000000004,4150 New Hope Church Rd SE,Acworth,GA,30102-2726
54,-84.832737,34.119334,800 Old Alabama Rd SE,Cartersville,GA,30120-6883
55,-84.935614,34.213701,240 Hardin Bridge Rd,Kingston,GA,30145-2668
56,-84.915406,34.334243,485 Old Highway 41 NW,Adairsville,GA,30103-5387
57,-84.866033,34.239263,116 Hamilton Crossing Rd NW,Cartersville,GA,30120-4884
58,-84.94090200000001,34.109678,1502 Old Alabama Rd,Taylorsville,GA,30178-1505
59,-84.76181600000001,34.122371,220 Old Alabama Rd SE,Emerson,GA,30137-2910
60,-83.259461,31.742396999999997,328 Lobinger Ave,Fitzgerald,GA,31750-8124
61,-83.25574300000001,31.76558,221 Jc Hunter Rd,Fitzgerald,GA,31750-6924
62,-83.261051,31.709004999999998,601 W Cypress St,Fitzgerald,GA,31750-3265
63,-83.25940600000001,31.760566999999998,134 Jc Hunter Rd,Fitzgerald,GA,31750-6901
65,-83.24464,31.218505,500 E Smith Ave,Nashville,GA,31639-1258
66,-83.267055,31.194038,1015 Exum Rd,Nashville,GA,31639-2730
67,-83.261612,31.211824,800 Tifton Hwy,Nashville,GA,31639-8704
68,-83.263898,31.21225,802 Middle School Cir,Nashville,GA,31639-5656
69,-83.244731,31.234602000000002,1427 N Davis St,Nashville,GA,31639-3926
70,-83.75756700000001,32.751034999999995,5700 Fulton Mill Rd,Lizella,GA,31052-5112
71,-83.613225,32.853164,972 Fort Hill St,Macon,GA,31217-6404
72,-83.772694,32.90337,6400 Forsyth Rd,Macon,GA,31210-1424
73,-83.657926,32.81899,1070 Anthony Rd,Macon,GA,31204-6210
74,-83.65159799999999,32.798831,3660 Houston Ave,Macon,GA,31206-2414
75,-83.656587,32.836758,2155 Napier Ave,Macon,GA,31204-3655
76,-83.747149,32.815773,2851 Heath Rd,Macon,GA,31206-5266
77,-83.655383,32.844828,2260 Vineville Ave,Macon,GA,31204-3116
78,-83.714587,32.737088,6250 Skipper Rd,Macon,GA,31216-6104
79,-83.772506,32.904610999999996,6600 Forsyth Rd,Macon,GA,31210-7231
80,-83.62131,32.866518,1646 Upper River Rd,Macon,GA,31211-1524
81,-83.65839,32.838757,751 Hendley St,Macon,GA,31204-3503
82,-83.715435,32.737790999999994,6260 Skipper Rd,Macon,GA,31216-6104
83,-83.66460699999999,32.850553999999995,304 Pierce Ave,Macon,GA,31204-2422
84,-83.646759,32.845444,325 Pursley St,Macon,GA,31201-1127
85,-83.673815,32.807475,1775 Williamson Rd,Macon,GA,31206-3339
86,-83.677838,32.87659,2976 Crestline Dr,Macon,GA,31204-1237
87,-83.743509,32.824124,2570 Heath Rd,Macon,GA,31206-5259
88,-83.757067,32.843858000000004,6050 Thomaston Rd,Macon,GA,31220-5331
89,-83.722886,32.836353,4831 Mamie Carter Dr,Macon,GA,31210-5650
90,-83.685201,32.852076000000004,3600 Brookdale Ave,Macon,GA,31204-2728
91,-83.64495600000001,32.832826000000004,1156 College St,Macon,GA,31201-1701
92,-83.568391,32.813751,4160 Ocmulgee East Blvd,Macon,GA,31217-5636
93,-83.693053,32.737326,5802 School Rd,Macon,GA,31216-6244
94,-83.71973299999999,32.90498,4965 Northside Dr,Macon,GA,31210-1626
95,-83.757005,32.878454,5910 Zebulon Rd,Macon,GA,31210-2096
96,-83.69417,32.89135,990 Newport Rd,Macon,GA,31210-3344
97,-83.60025300000001,32.858692,1307 Shurling Dr,Macon,GA,31211-2137
98,-83.68960600000001,32.782125,4375 Bloomfield Drive Ext,Macon,GA,31206-3983
99,-83.71425500000001,32.813683000000005,4901 Faubus Ave,Macon,GA,31204-6303
100,-83.679167,32.821172999999995,2230 Anthony Rd,Macon,GA,31204-5824
101,-83.688273,32.721747,6515 Houston Rd,Macon,GA,31216-6716
102,-83.662227,32.82488,1870 Pio Nono Ave,Macon,GA,31204-6143
103,-83.60319799999999,32.860375,1210 Shurling Dr,Macon,GA,31211-2035
104,-83.32816600000001,32.400566999999995,1 Royal Dr,Cochran,GA,31014-2857
105,-83.329482,32.40441,590 Ga Highway 26 E,Cochran,GA,31014-2840
106,-83.322051,32.410167,140 Country Club Rd,Cochran,GA,31014-2818
107,-83.322764,32.410604,470 Ga Highway 26 E,Cochran,GA,31014-2837
108,-83.341996,32.39293,259 E Peter St,Cochran,GA,31014-6644
109,-81.790872,31.227344,5726 Old Waynesville Rd,Waynesville,GA,31566-4420
110,-81.82229699999999,31.190821000000003,4327 Highway 110 E,Waynesville,GA,31566-3829
111,-82.025221,31.193222,10990 Highway 82,Nahunta,GA,31553-3706
112,-81.984905,31.192832,9110 Main St S,Nahunta,GA,31553-6156
113,-82.02936899999999,31.195615999999998,10804 Highway 82,Nahunta,GA,31553-3704
114,-82.130742,31.186383000000003,224 Church St N,Hoboken,GA,31542-2924
115,-81.98253000000001,31.192578,479 School Cir,Nahunta,GA,31553-5407
116,-83.562997,30.809998999999998,1801 Moultrie Hwy,Quitman,GA,31643-6199
117,-83.5629,30.815746,2200 Moultrie Hwy,Quitman,GA,31643-6152
118,-83.565814,30.814522999999998,2171 Moultrie Hwy,Quitman,GA,31643-6151
119,-83.515178,30.933587,10295 Coffee Rd,Morven,GA,31638-3331
120,-83.576126,30.799642,1081 Barwick Rd,Quitman,GA,31643-6184
122,-81.312158,31.937089,476 Frances Meeks Way,Richmond Hill,GA,31324-3934
123,-81.315997,31.925834000000002,1 Wildcat Dr,Richmond Hill,GA,31324-8809
124,-81.31233,31.848316999999998,503 Warren Hill Drive,Richmond Hill,GA,31324-3523
125,-81.311375,31.939228999999997,471 Frances Meeks Way,Richmond Hill,GA,31324-3935
126,-81.52738199999999,32.143277000000005,6024 US Highway 280 E,Pembroke,GA,31321-6754
127,-81.606575,32.145301,250 Payne Dr,Pembroke,GA,31321-5753
128,-81.31336800000001,31.936901000000002,473 Frances Meeks Way,Richmond Hill,GA,31324-3935
129,-81.607936,32.149368,600 Payne Dr,Pembroke,GA,31321-5593
130,-81.609473,32.149505,1234 Camellia Dr,Pembroke,GA,31321-5519
131,-81.25234499999999,31.878942,224 Veterans Memorial Pkwy,Richmond Hill,GA,31324-6086
132,-81.746445,32.453726,239 Beasley Rd,Statesboro,GA,30461-6962
133,-81.759442,32.268183,8438 Nevils Groveland Rd,Statesboro,GA,30458-4003
134,-81.813802,32.489967,18809 US Highway 80 W,Statesboro,GA,30458-4311
135,-81.809505,32.397103,150 Langston Chapel Rd,Statesboro,GA,30458-3412
136,-81.670438,32.386478000000004,600 W Lane St,Brooklet,GA,30415-6283
137,-81.678629,32.363701,9184 Brooklet Denmark Rd,Brooklet,GA,30415-6477
138,-81.80801,32.396658,156 Langston Chapel Rd,Statesboro,GA,30458-3412
139,-81.680888,32.361804,9124 Brooklet Denmark Rd,Brooklet,GA,30415-6477
140,-81.935051,32.532508,328 Grady St S,Portal,GA,30450-5009
141,-81.797975,32.453796999999994,421 W Main St,Statesboro,GA,30458-1328
142,-81.762963,32.443276000000004,10 Lester Rd,Statesboro,GA,30458-4786
143,-81.54696700000001,32.323694,15569 Ga Highway 119,Brooklet,GA,30415-5604
144,-81.935698,32.537949,27245 US Highway 80 W,Portal,GA,30450-9703
145,-81.786787,32.469393,204 Debbie Dr,Statesboro,GA,30458-0029
146,-81.752933,32.4196,1200 Cawana Rd,Statesboro,GA,30461-6837
147,-81.99171899999999,33.079535,100 Olympic Dr,Waynesboro,GA,30830-4509
148,-81.994725,33.08343,356 Southside Dr,Waynesboro,GA,30830-4561
149,-81.774536,32.983624,1265 Charles Perry Ave,Sardis,GA,30456-2854
150,-81.990887,33.085158,1057 Burke Veterans Pkwy,Waynesboro,GA,30830-4598
151,-81.994118,33.081167,352 Southside Dr,Waynesboro,GA,30830-4561
152,-83.981985,33.285545,494 George Tate Dr,Jackson,GA,30233-1861
153,-84.018737,33.294863,150 Shiloh Rd,Jackson,GA,30233-4900
154,-83.95297,33.307998,209 Stark Rd,Jackson,GA,30233-4629
155,-83.963272,33.27352,1105 Brownlee Rd,Jackson,GA,30233-2485
156,-83.983059,33.289235999999995,717 S Harkness St,Jackson,GA,30233-1869
157,-84.72782099999999,31.562016999999997,700 Manry St,Edison,GA,39846-5633
158,-84.7089,31.450549,18904 Morgan Rd,Arlington,GA,39813-6710
159,-84.72779799999999,31.562016999999997,18772 Hartford St,Edison,GA,39846-5609
160,-81.677239,30.848661,277 Roberts Path,Woodbine,GA,31569-2747
161,-81.572953,30.753764,205 Martha Dr,Saint Marys,GA,31558-8953
162,-81.546138,30.728134999999998,600 Osborne St,Saint Marys,GA,31558-8256
163,-81.643624,30.794809000000004,1300 Middle School Rd,Kingsland,GA,31548-6208
164,-81.574467,30.802776,3570 Charlie Smith Sr Hwy,Saint Marys,GA,31558-3500
165,-81.65395799999999,30.797273999999998,1100 Lake Boulevard,Kingsland,GA,31548-5710
166,-81.706455,30.963728000000003,495 Broadwood Dr,Woodbine,GA,31569-3549
167,-81.71444,30.800836999999998,900 W King Ave,Kingsland,GA,31548-3336
168,-81.664777,30.777252,850 May Creek Dr,Kingsland,GA,31548-5563
169,-81.594009,30.802001,2885 Winding Rd,Saint Marys,GA,31558-4843
170,-81.646822,30.819027000000002,6300 Laurel Island Pkwy,Kingsland,GA,31548-6080
171,-81.591225,30.769866999999998,2900 Mickler Dr,Saint Marys,GA,31558-3916
172,-82.050517,32.364354,34905 Ga Highway 129 S,Metter,GA,30439-6364
173,-82.050329,32.362317,33661 Ga Highway 129 S,Metter,GA,30439-6459
174,-82.050329,32.362311,33661 Ga Highway 129 S,Metter,GA,30439-6459
176,-85.04855,33.647769,115 Old Muse Rd,Carrollton,GA,30116-9311
177,-85.22906400000001,33.56378,129 N Jonesville Rd,Bowdon,GA,30108-2492
178,-85.027,33.747085,275 Rainey Rd,Temple,GA,30179-3929
179,-85.237577,33.557439,101 Kidspeace Dr,Bowdon,GA,30108-3447
180,-85.024427,33.747662,287 Rainey Rd,Temple,GA,30179-3929
181,-85.15645699999999,33.602284999999995,260 Eureka Church Rd,Carrollton,GA,30117-6681
182,-85.066509,33.538896,155 Whooping Creek Rd,Carrollton,GA,30116-4800
183,-85.025568,33.732324,589 Sage St,Temple,GA,30179-3724
184,-84.938499,33.692038000000004,122 Bay Springs Rd,Villa Rica,GA,30180-3733
185,-85.18419899999999,33.637533000000005,132 Mount Zion St,Carrollton,GA,30117-4965
186,-85.14885799999999,33.60283,280 Eureka Church Rd,Carrollton,GA,30117-6681
187,-84.969486,33.780782,614 Tumlin Lake Rd,Temple,GA,30179-3200
188,-85.12928000000001,33.461707000000004,60 Old Carrollton Rd,Roopville,GA,30170-2125
189,-84.943051,33.678188,75 Whitworth Rd,Villa Rica,GA,30180-3732
190,-84.917001,33.497555,868 Main St,Whitesburg,GA,30185-3111
191,-84.913206,33.727661,118 Glanton St,Villa Rica,GA,30180-2706
192,-84.92645999999999,33.734429,314 Peachtree St,Villa Rica,GA,30180-1705
193,-85.038584,33.740551,95 Otis St,Temple,GA,30179-3722
194,-85.250421,33.526893,223 Kent Ave,Bowdon,GA,30108-1607
195,-85.068276,33.552108000000004,113 Central High Rd,Carrollton,GA,30116-4452
196,-85.261445,33.538352,504 W College St,Bowdon,GA,30108-1314
197,-85.069746,33.540274,175 Primary School Rd,Carrollton,GA,30116
198,-84.97094399999999,33.639383,45 Sandhill School Rd,Carrollton,GA,30116-9736
199,-84.946212,33.727112,600 Rocky Branch Rd,Villa Rica,GA,30180-2208
200,-85.141616,34.9005,340 Evitt Ln,Ringgold,GA,30736-2820
201,-85.232933,34.944593,2204 Battlefield Pkwy,Ft Oglethorpe,GA,30742-4026
202,-85.22999300000001,34.944790000000005,2206 Battlefield Pkwy,Fort Oglethorpe,GA,30742-4026
203,-85.160595,34.777074,3404 Colbert Hollow Rd,Rock Spring,GA,30739-4061
204,-85.192725,34.895882,3960 Poplar Springs Rd,Ringgold,GA,30736-5811
205,-85.07210400000001,34.90435,134 Rhea McClanahan Dr,Tunnel Hill,GA,30755-7328
206,-85.193179,34.891894,4005 Poplar Springs Rd,Ringgold,GA,30736-5814
207,-85.185429,34.92475,3938 Boynton Dr,Ringgold,GA,30736-3509
208,-85.23531,34.947027,1850 Battlefield Pkwy,Fort Oglethorpe,GA,30742-4020
209,-85.226084,34.962043,72 Braves Ln,Rossville,GA,30741-8719
210,-85.25749499999999,34.971965999999995,416 Cross St,Rossville,GA,30741-3093
211,-85.250928,34.964071999999994,163 Fernwood Dr,Rossville,GA,30741-3481
212,-85.141995,34.901038,322 Evitt Ln,Ringgold,GA,30736-2820
213,-85.113062,34.922226,29 Tiger Trl,Ringgold,GA,30736-2024
214,-85.154976,34.968534999999996,944 Graysville Rd,Ringgold,GA,30736-6938
215,-85.110327,34.921538,217 Tiger Trl,Ringgold,GA,30736-2024
216,-82.011501,30.815671999999996,285 Little Phoebe Church Rd,Folkston,GA,31537-7447
217,-82.014353,30.816955,34754 Okefenokee Dr,Folkston,GA,31537-7822
218,-82.00183299999999,30.845411,994 Indian Trl,Folkston,GA,31537-2763
219,-82.0385,30.52505,13215 Florida Ave,Folkston,GA,31537-3842
220,-81.058516,32.032225,3012 Sunset Blvd,Savannah,GA,31404-4958
221,-81.095546,32.0125,1150 Cornell Ave,Savannah,GA,31406-2702
222,-81.181877,32.030365,301 Buckhalter Rd,Savannah,GA,31405-6111
223,-81.14104,32.094991,151 Coach Joe Turner St,Savannah,GA,31408-3437
224,-81.155541,31.996890000000004,1001 Tibet Ave,Savannah,GA,31419-1061
225,-81.320183,32.074908,2451 Little Neck Rd,Bloomingdale,GA,31302-9360
226,-81.076107,31.995532,7202 Central Ave,Savannah,GA,31406-4203
227,-81.116385,31.996136,207 Montgomery Xrd,Savannah,GA,31406-4729
228,-80.844961,32.004222,714 Lovell Ave,Tybee Island,GA,31328-9504
229,-81.087317,32.059334,705 E Anderson St,Savannah,GA,31401-7011
230,-81.102986,32.073754,649 W Jones St,Savannah,GA,31401-3157
231,-81.22891,31.975521,1516 King George Blvd,Savannah,GA,31419-9075
232,-81.16725600000001,32.090932,4037 Kessler Ave,Garden City,GA,31408-2664
233,-81.2591,32.093827000000005,800 Pine Barren Rd,Pooler,GA,31322-9398
234,-81.262383,32.094607,820 Pine Barren Rd,Pooler,GA,31322-9398
235,-81.11811999999999,32.045716,1009 Clinch St,Savannah,GA,31405-3013
236,-81.057203,32.063004,400 Pennsylvania Ave,Savannah,GA,31404-1240
237,-81.23464399999999,32.173705,2135 Benton Blvd,Savannah,GA,31407-0401
238,-81.010522,32.039969,135 Whitemarsh Island Rd,Savannah,GA,31410-2097
239,-81.263368,31.998288,6030 Ogeechee Rd,Savannah,GA,31419-9544
240,-81.261583,32.000211,6020 Ogeechee Rd,Savannah,GA,31419-9544
241,-81.070146,32.032404,2025 E 52nd St,Savannah,GA,31404-4869
242,-81.01252,32.041088,4595 US Highway 80 E,Savannah,GA,31410-2926
243,-81.007,32.037526,170 Whitemarsh Island Rd,Savannah,GA,31410-2098
244,-81.092883,32.046003999999996,500 Washington Ave,Savannah,GA,31405-2358
245,-81.066834,32.061822,415 Goebel Ave,Savannah,GA,31404-1751
246,-81.194376,32.219009,100 Mulberry Ave,Port Wentworth,GA,31407-6072
247,-81.057203,32.063004,400 Pennsylvania Ave,Savannah,GA,31404-1240
248,-81.08094799999999,32.025521999999995,15 Blue Ridge Ave,Savannah,GA,31404-5800
249,-81.09975,32.059976,1709 Bull St,Savannah,GA,31401-7422
250,-81.087819,32.059334,705 E Anderson St # 31401,Savannah,GA,31401-7011
252,-81.12804799999999,32.086101,1804 Stratford St,Savannah,GA,31415-1617
253,-81.10595699999999,32.068207,919 May St,Savannah,GA,31415-5460
254,-81.103516,32.018329,414 Lee Blvd,Savannah,GA,31405-5481
255,-80.98544100000001,32.009112,115 Wilmington Island Rd,Savannah,GA,31410-3801
256,-81.1133,32.030834999999996,5330 Montgomery St,Savannah,GA,31405-5139
257,-81.116393,32.054666999999995,3001 Hopkins St,Savannah,GA,31405-1613
258,-81.18565600000001,32.047052,4910 Pineland Dr,Savannah,GA,31405-2508
259,-81.08493399999999,32.066235,768 Grant St,Savannah,GA,31401-6113
260,-81.140736,31.993063,430 Tibet Ave,Savannah,GA,31406-4441
261,-81.077987,32.0641,1150 Wheaton St,Savannah,GA,31404-1726
262,-81.156964,32.10764,100 Priscilla D Thomas Way,Savannah,GA,31408-1642
263,-81.064589,31.980113,100 Parkersburg Rd,Savannah,GA,31406-6425
264,-81.251723,32.121316,308 Holly Ave,Pooler,GA,31322-2308
265,-81.30041899999999,32.127426,101 E Main St,Bloomingdale,GA,31302-9278
266,-81.097431,32.046785,220 E 49th St,Savannah,GA,31405-2200
267,-81.124103,32.034324,5111 Dillon Ave,Savannah,GA,31405-6507
268,-81.104786,31.977890000000002,9116 Whitefield Ave,Savannah,GA,31406-6941
269,-81.15884,32.141636,507 S Coastal Hwy,Port Wentworth,GA,31407-2401
270,-81.14466,31.974790000000002,414 Briarcliff Cir,Savannah,GA,31419-2124
271,-81.125874,32.063897999999995,1909 Cynthia St,Savannah,GA,31415-7894
272,-81.115087,32.046735,975 Clinch Street,Savannah,GA,31405
273,-81.083069,32.022725,1800 E de Renne Ave,Savannah,GA,31406-2148
274,-81.162142,32.11081,201 Rommel Ave,Garden City,GA,31408-1616
275,-81.100721,32.036421999999995,210 Lamara Dr,Savannah,GA,31405-4216
276,-81.152303,31.976759,12419 Largo Dr,Savannah,GA,31419-2056
277,-84.766683,32.301918,140 Merrell St,Cusseta,GA,31805-3022
278,-84.755849,32.312283,360 Ga Highway 26,Cusseta,GA,31805-3100
279,-84.755849,32.312283,360 Ga Highway 26,Cusseta,GA,31805-3100
280,-85.33201700000001,34.509890999999996,403 Dot Johnson Way,Summerville,GA,30747-5707
281,-85.35955799999999,34.464605999999996,989 Highway 114,Summerville,GA,30747-1548
282,-85.40973699999999,34.405417,150 Oak Hill Rd,Lyerly,GA,30730-3057
283,-85.35331500000001,34.459266,200 Middle School Rd,Summerville,GA,30747-5131
284,-85.47593,34.476884000000005,2430 Highway 337,Menlo,GA,30731-6302
285,-84.57005600000001,34.096851,2275 Bascomb Carmel Rd,Woodstock,GA,30189-2456
286,-84.52104399999999,34.109299,230 Rope Mill Rd,Woodstock,GA,30188-2600
287,-84.472746,34.239019,205 Brown Industrial Pkwy,Canton,GA,30114-8007
288,-84.33649,34.23607,1550 Owens Store Rd,Canton,GA,30115-8903
289,-84.39454,34.214657,6391 E Cherokee Dr,Canton,GA,30115-6059
290,-84.478657,34.117406,442 Arnold Mill Rd,Woodstock,GA,30188-2834
291,-84.480701,34.115762,400 Arnold Mill Rd,Woodstock,GA,30188-2834
292,-84.458647,34.200621000000005,3635 Univeter Rd,Canton,GA,30115-4750
293,-84.562878,34.11596,6565 Putnam Ford Dr,Woodstock,GA,30189-1501
294,-84.561581,34.118284,6550 Putnam Ford Dr,Woodstock,GA,30189-1502
295,-84.493566,34.131716,2031 E Cherokee Dr,Woodstock,GA,30188-1701
296,-84.423538,34.173277,2761 E Cherokee Dr,Canton,GA,30115-9251
297,-84.58998199999999,34.130406,105 Othello Dr,Woodstock,GA,30189-5486
298,-84.406679,34.139159,615 Mountain Rd,Woodstock,GA,30188-2229
299,-84.429712,34.171357,4485 Hickory Rd,Canton,GA,30115-4194
300,-84.5541,34.172858000000005,20 Ridge Rd,Canton,GA,30114-6843
301,-84.577619,34.130967999999996,1335 Wyngate Pkwy,Woodstock,GA,30189-6646
302,-84.541601,34.100924,2010 Towne Lake Hills South Dr,Woodstock,GA,30189-5288
303,-84.529507,34.338542,1375 Puckett Rd,Waleska,GA,30183-3464
304,-84.471967,34.172338,1965 Hickory Rd,Canton,GA,30115-4354
305,-84.534832,34.191004,10500 Bells Ferry Rd,Canton,GA,30114-2041
306,-84.533486,34.193289,10550 Bells Ferry Rd,Canton,GA,30114-2041
307,-84.384519,34.332201,321 Valley St,Ball Ground,GA,30107-4071
308,-84.482885,34.262716,151 Hickory Log Dr,Canton,GA,30114-4216
309,-84.539867,34.100515,2000 Towne Lake Hills South Dr,Woodstock,GA,30189-5288
310,-84.333236,34.235778,1555 Owens Store Rd,Canton,GA,30115-8904
311,-84.474001,34.105578,3170 Trickum Rd,Woodstock,GA,30188-2827
312,-84.641864,34.088175,3219 Hunt Rd,Acworth,GA,30102-2006
313,-84.43854499999999,34.107841,710 Arnold Mill Rd,Woodstock,GA,30188-3007
314,-84.289759,34.239469,12525 Cumming Hwy,Canton,GA,30115-7793
315,-84.532416,34.215984000000006,151 River Bend Way,Canton,GA,30114-1818
316,-84.48926999999999,34.33212,221 Upper Burris Rd,Canton,GA,30114-4401
317,-84.612093,34.096451,6118 Woodstock Rd,Acworth,GA,30102-1727
318,-84.423784,34.171141,2755 E Cherokee Dr,Canton,GA,30115-9251
319,-84.501452,34.234904,930 Marietta Hwy,Canton,GA,30114-3619
320,-84.357502,34.249196000000005,10370 E Cherokee Dr,Canton,GA,30115-6266
321,-83.331824,33.923074,1300 Cedar Shoals Dr,Athens,GA,30605-3541
322,-83.400257,33.950158,440 Dearing Ext,Athens,GA,30606-3555
323,-83.407577,33.944016,205 Alps Rd,Athens,GA,30606-4057
324,-83.344895,34.010119,2300 Danielsville Rd,Athens,GA,30601-1038
325,-83.445897,33.937308,1900 Timothy Rd,Athens,GA,30606-3239
326,-83.50527199999999,33.966813,1700 Cleveland Rd,Bogart,GA,30622-1642
327,-83.298229,33.988721999999996,110 Old Elberton Rd,Athens,GA,30601-3935
328,-83.337158,33.929753999999996,900 Gaines School Rd,Athens,GA,30605-3134
329,-83.358737,33.973376,715 Fourth St,Athens,GA,30601-2276
330,-83.4735,33.990418,1600 Tallassee Rd,Athens,GA,30606-1047
331,-83.317291,33.904092,1450 Whit Davis Rd,Athens,GA,30605-4521
332,-83.405837,33.944301,1235 Baxter St,Athens,GA,30606-3711
333,-83.43698,33.981462,555 Quailwood Dr,Athens,GA,30606-1423
334,-83.33796099999999,33.902241,3220 Barnett Shoals Rd,Athens,GA,30605-4330
335,-83.28978000000001,33.969936,305 Cherokee Rd,Winterville,GA,30683-1504
336,-83.382981,33.941534999999995,100 Pinecrest Dr,Athens,GA,30605-1459
337,-83.362255,33.990031,400 Fowler Dr,Athens,GA,30601-1347
338,-83.422499,33.963372,1150 Oglethorpe Ave,Athens,GA,30606-2130
339,-83.394176,33.96468,757 N Chase St,Athens,GA,30601-1901
340,-83.335814,33.931145,870 Gaines School Rd,Athens,GA,30605-3132
341,-83.389554,33.95106,350 S Milledge Ave,Athens,GA,30605-1048
342,-85.042857,31.620365000000003,200 Hobbs Ln,Fort Gaines,GA,39851-3319
343,-85.04284399999999,31.620354,200 Hobbs Ln,Fort Gaines,GA,39851-3319
344,-84.331199,33.522040000000004,1905 Walt Stephens Rd,Jonesboro,GA,30236-3805
345,-84.39388100000001,33.536933000000005,120 Oriole Dr,Jonesboro,GA,30238-2134
346,-84.38395799999999,33.491499,9652 Fayetteville Rd,Jonesboro,GA,30238-5809
347,-84.318242,33.593808,5885 Maddox Rd,Morrow,GA,30260-1324
348,-84.348479,33.520839,1308 Arnold St,Jonesboro,GA,30236-3746
349,-84.387107,33.564726,95 Valley Hill Rd SW,Riverdale,GA,30274-3234
350,-84.294978,33.556534,2920 Mount Zion Rd,Jonesboro,GA,30236-6832
351,-84.32569000000001,33.539676,7923 Fielder Rd,Jonesboro,GA,30236
352,-84.396138,33.586298,6237 Garden Walk Blvd,Riverdale,GA,30274-2612
353,-84.36068399999999,33.430046000000004,11808 Panhandle Rd,Hampton,GA,30228-3305
