ID,Longitude,Latitude,School_Address,School_City,State,School_Zip_Code
2202,-84.56529,33.937684000000004,500 Redwood Dr SW,Marietta,GA,30064-3615
2203,-84.562439,33.956653,344 Polk St NW,Marietta,GA,30064-2308
2204,-83.73644,34.644465000000004,1963 Tom Bell Rd,Cleveland,GA,30528-2937
2205,-84.748696,33.403946000000005,14 Saint John Cir,Newnan,GA,30265-1020
2206,-84.446224,33.615769,1745 Phoenix Blvd Ste 100,Atlanta,GA,30349-5534
2207,-84.300151,33.612848,2750 Forest Pkwy,Ellenwood,GA,30294-3521
2208,-84.53501999999999,34.161575,2126 Sixes Rd,Canton,GA,30114-8162
2209,-84.089443,33.999313,2763 Meadow Church Rd Ste 208,Duluth,GA,30097-4989
2210,-84.32803299999999,33.745889,1807 Memorial Dr SE,Atlanta,GA,30317-2103
2211,-83.415063,33.972792,2415 Jefferson Rd Ste B,Athens,GA,30607-1228
2212,-84.314322,34.058953,1335 Northmeadow Pkwy Ste 100,Roswell,GA,30076-4949
2213,-83.245736,30.868942999999998,2171 E Park Ave,Valdosta,GA,31602-4436
2214,-82.095488,33.248647,5073 Storey Mill Rd,Hephzibah,GA,30815-4815
2215,-84.414463,33.577546999999996,6479 Church St,Riverdale,GA,30274-2040
2216,-82.065057,32.395059,210 South College Street,Metter,GA,30439-4510
2217,-81.774291,32.453594,1718 Northside Dr E,Statesboro,GA,30458-2137
2218,-84.725319,31.560745,18637 Hartford St,Edison,GA,39846-5605
2219,-84.475767,33.685525,2575 Dodson Dr,East Point,GA,30344-6637
2220,-84.51378000000001,33.762993,3712 Martin Luther King Jr Dr SW,Atlanta,GA,30331-3674
2221,-84.588537,33.296576,6675 Highway 16,Senoia,GA,30276-3345
2222,-83.662239,32.824877,1870 Pio Nono Ave,Macon,GA,31204-6143
2223,-84.617051,31.763016999999998,185 Pecan St,Shellman,GA,39886-2548
2224,-84.220486,33.940057,186 Hunter St,Norcross,GA,30071
2225,-84.461188,33.291841999999995,119 Price Rd,Brooks,GA,30205-1812
2226,-84.354659,33.715924,1049 Custer Avenue SE,Atlanta,GA,30316-3100
2227,-84.35465400000001,33.715916,1049 Custer Avenue SE,Atlanta,GA,30316-3100
2228,-84.44449499999999,33.675227,1706 Washington Rd,East Point,GA,30344-4116
2229,-82.16606,33.553703999999996,4575 Blanchard Woods Dr,Evans,GA,30809-5903
2230,-84.54326999999999,33.899572,2144 S Cobb Dr SE,Smyrna,GA,30080-1348
2231,-84.22825,33.969304,3705 Engineering Dr,Peachtree Corners,GA,30092-2878
2232,-84.425391,33.746681,1150 Westview Dr SW,Atlanta,GA,30310-1326
2237,-84.16474000000001,31.112788000000002,720 Barrow Ave SW,Pelham,GA,31779-5523
2238,-84.155423,31.124785,209 Mathewson Ave SW,Pelham,GA,31779-2113
2239,-84.160317,31.116971999999997,534 Barrow Ave SW,Pelham,GA,31779-5521
2240,-85.206777,34.265885,8 S Elm St SW,Rome,GA,30165-4002
2241,-85.210708,34.277384999999995,409 Lavender Dr NW,Rome,GA,30165-2261
2242,-85.152507,34.286953999999994,1000 Veterans Memorial Hwy NE,Rome,GA,30161-4973
2243,-85.160575,34.23355,1502 Dean Ave SE,Rome,GA,30161-7104
2244,-85.14899,34.287571,1020 Veterans Memorial Hwy NE,Rome,GA,30161-4973
2245,-85.180666,34.241224,24 E Main St SW,Rome,GA,30161-4671
2247,-85.232513,34.270339,5 Brown Fox Dr SW,Rome,GA,30165-3501
2248,-83.711112,33.659929999999996,439 Annie P Henderson Dr,Social Circle,GA,30025-2896
2249,-83.729478,33.659166,154 Alcova Dr,Social Circle,GA,30025-4350
2250,-83.72036999999999,33.65765,240A W Hightower Trl,Social Circle,GA,30025-2716
2251,-83.729484,33.65917,154 Alcova Dr,Social Circle,GA,30025-4350
2252,-83.97100400000001,30.840255,117 Glenwood Dr,Thomasville,GA,31792-4662
2253,-83.97384699999999,30.842946,100 N Hansell St,Thomasville,GA,31792-4669
2254,-83.983754,30.830809999999996,520 Fletcher St,Thomasville,GA,31792-6438
2255,-83.971058,30.840683000000002,315 S Hansell St,Thomasville,GA,31792-4601
2256,-83.968863,30.824963,1006 S Broad St,Thomasville,GA,31792-6701
2257,-85.324954,34.538449,919 Allgood St Ste 1,Trion,GA,30753-1305
2258,-85.324954,34.538447999999995,919 Allgood St Ste 2,Trion,GA,30753-1305
2259,-85.32496400000001,34.538447999999995,919 Allgood St Ste 3,Trion,GA,30753-1305
2260,-83.283997,30.898878000000003,3686 Lake Laurie Dr,Valdosta,GA,31605-7925
2261,-83.29113100000001,30.867501,110 Burton St,Valdosta,GA,31602-1719
2262,-83.234488,30.822810999999998,1450 Howell Rd,Valdosta,GA,31601-2403
2263,-83.267838,30.824994,930 Lake Park Rd,Valdosta,GA,31601-6151
2264,-83.250692,30.86536,2015 E Park Ave,Valdosta,GA,31602-4418
2265,-83.23458199999999,30.869131,4590 Inner Perimeter Rd,Valdosta,GA,31601-2436
2266,-83.297699,30.836995,821 W Gordon St,Valdosta,GA,31601-3736
2267,-83.263731,30.859496000000004,1610 Lakeland Ave,Valdosta,GA,31602-3412
2268,-82.410557,32.243553000000006,2200 McIntosh St,Vidalia,GA,30474-6136
2269,-82.426366,32.227911,901 North St W,Vidalia,GA,30474-3503
2270,-82.39854,32.221061999999996,800 North St E,Vidalia,GA,30474-4047
2271,-82.40316800000001,32.205422999999996,205 Waters Dr,Vidalia,GA,30474-4411
2272,-84.239995,33.80257,890 N Indian Creek Dr,Clarkston,GA,30021-2228
2273,-83.668877,32.847522,2895 Vineville Ave,Macon,GA,31204-2831
2274,-85.349041,34.096022999999995,232 Perry Farm Rd SW,Cave Spring,GA,30124-3018
